degree,coefficients,input_sequence,target_sequence
2,"-10,-1,8,0,0,0","195,122,65,24,-1",-10
1,"-9,-3,0,0,0,0","-39,-42,-45,-48,-51,-54",-57
5,"0,9,7,7,4,-4","146,-1,0,23,38",-369
5,"-7,-9,4,-9,-4,3","-3427,-754,-61,8,-7,-22",-49
4,"-10,-8,-3,-7,-7,0","-51355,-77390,-112265,-157786,-215927,-288830,-378805,-488330,-620051",-776782
3,"-6,9,-3,-7,0,0","-29302,-35111,-41640,-48931,-57026,-65967,-75796",-86555
3,"0,-10,2,8,0,0","-63000,-53960,-45828,-38556,-32096,-26400,-21420",-17108
4,"-10,3,5,-1,-5,0","-322362,-248680,-188408,-139812,-101278,-71312,-48540,-31708,-19682",-11448
3,"3,-1,8,10,0,0","-1863,-1042,-505,-192,-43",2
1,"-8,-2,0,0,0,0","-66,-68,-70,-72,-74,-76,-78,-80,-82",-84
4,"-5,10,-3,8,-7,0","3,-45,-353,-1293,-3405,-7397,-14145,-24693,-40253,-62205",-92097
2,"-5,-7,9,0,0,0","167,97,45,11,-5,-3,17,55,111,185",277
3,"-7,-6,-8,-10,0,0","-799,-1487,-2491,-3871,-5687",-7999
4,"-9,10,4,9,9,0","23,243,1029,2975,6891,13803,24953,41799,66015,99491",144333
4,"-10,-5,9,-2,4,0","538336,434564,346586,272710,211340",160976
1,"-6,8,0,0,0,0","-14,-6,2,10,18,26,34,42,50",58
3,"7,-5,2,4,0,0","8,37,118,275,532",913
1,"-8,-1,0,0,0,0","3,2,1,0,-1,-2,-3,-4",-5
2,"2,5,9,0,0,0","7198,7716,8252,8806,9378,9968",10576
3,"10,4,6,-4,0,0","21328,17866,14800,12106,9760,7738,6016",4570
4,"-3,10,-8,-6,-4,0","-6711,-11987,-19891,-31179,-46703,-67411",-94347
3,"-9,-6,-8,-3,0,0","10327,8406,6739,5308,4095,3082",2251
3,"-3,-10,-2,-2,0,0","9415,7837,6447,5233,4183,3285,2527,1897",1383
3,"-5,10,9,4,0,0","105410,116395,128118,140603,153874",167955
2,"0,9,-10,0,0,0","-1090,-891,-712,-553,-414,-295,-196,-117",-58
2,"2,-7,-1,0,0,0","-328,-366,-406,-448,-492,-538,-586,-636,-688",-742
5,"-3,4,9,9,6,1","794833,1095582,1481021,1967866,2574897,3323078",4235677
3,"2,-5,6,10,0,0","-26192,-20889,-16354,-12527,-9348,-6757,-4694",-3099
4,"10,2,3,-6,-9,0","-536,-78,8,10,0,-166,-848",-2622
3,"0,-9,-2,3,0,0","78930,87172,95968,105336,115294,125860,137052,148888,161386",174564
3,"10,-7,-1,-8,0,0","-27320,-33126,-39702,-47096,-55356,-64530,-74666",-85812
2,"4,10,3,0,0,0","529,452,381,316,257,204,157,116,81,52",29
4,"10,8,6,-7,-2,0","-71373,-94742,-123395,-158070,-199553",-248678
3,"6,-2,-2,-3,0,0","-37599,-42666,-48169,-54126,-60555,-67474,-74901,-82854",-91351
1,"-8,-8,0,0,0,0","-248,-256,-264,-272,-280,-288,-296,-304,-312",-320
5,"2,1,-2,-2,-8,-10","-11018734,-14877123,-19747780,-25817977,-33296778",-42416239
2,"5,10,8,0,0,0","4097,4467,4853,5255,5673,6107,6557,7023,7505",8003
5,"-5,-2,-4,-9,-1,2","1993691,2710781,3620335,4758659,6166355,7888561,9975191,12481175,15466699",18997445
3,"-6,8,1,-1,0,0","2,6,0,-22,-66,-138",-244
1,"8,-7,0,0,0,0","-195,-202,-209,-216,-223,-230,-237,-244",-251
5,"-5,3,-4,-6,-1,-1","1006539,728050,515041,355194,237847,153874,95565,56506,31459",16242
5,"-4,-1,-7,1,4,7","740286,1186390,1825472,2714292,3919786,5519906,7604460",10275952
2,"7,-7,-4,0,0,0","-3098,-3325,-3560,-3803,-4054",-4313
1,"6,6,0,0,0,0","-48,-42,-36,-30,-24,-18,-12,-6,0,6",12
1,"5,-4,0,0,0,0","-75,-79,-83,-87,-91,-95,-99,-103",-107
2,"-9,9,3,0,0,0","315,255,201,153,111,75",45
3,"9,10,5,1,0,0","25,57,111,193,309",465
3,"1,7,-10,-8,0,0","19895,15796,12301,9362,6931,4960,3401,2206,1327,716",325
3,"9,6,0,3,0,0","32085,36648,41625,47034,52893,59220,66033",73350
5,"1,-1,-2,-5,4,10","-156841,-71561,-28169,-8923,-1985",-221
3,"4,7,-5,-10,0,0","9434,6826,4748,3140,1942",1094
3,"5,-4,4,-1,0,0","-3131,-3820,-4603,-5486,-6475,-7576,-8795",-10138
3,"-2,1,-4,1,0,0","2,28,76,152,262,412",608
2,"-7,-6,4,0,0,0","497,591,693,803,921,1047",1181
1,"5,6,0,0,0,0","167,173,179,185,191,197,203,209,215,221",227
3,"-7,-5,0,-3,0,0","-15,-41,-103,-219,-407,-685,-1071,-1583",-2239
2,"-10,4,-5,0,0,0","-1226,-1387,-1558,-1739,-1930,-2131",-2342
5,"8,-4,6,7,-5,8","2843888,4130848,5846798,8091080,10977316",14634368
2,"-3,-2,4,0,0,0","53,87,129,179,237,303",377
2,"-10,0,-10,0,0,0","-260,-370,-500,-650,-820,-1010",-1220
3,"-9,-8,-7,9,0,0","34935,42049,50067,59043,69031,80085,92259",105607
2,"-9,-8,-9,0,0,0","-521,-394,-285,-194,-121,-66,-29,-10,-9,-26",-61
2,"0,-3,-8,0,0,0","-1610,-1845,-2096,-2363,-2646,-2945,-3260,-3591",-3938
1,"2,-4,0,0,0,0","70,66,62,58,54,50,46,42,38,34",30
3,"8,4,-3,10,0,0","-81272,-69741,-59356,-50057,-41784,-34477,-28076,-22521,-17752",-13709
3,"-2,-2,7,7,0,0","10140,13078,16534,20550,25168,30430",36378
4,"-5,9,0,7,-3,0","-32,-289,-960,-2327,-4744,-8637,-14504,-22915,-34512,-50009",-70192
3,"-6,-6,0,3,0,0","-17394,-14643,-12198,-10041,-8154",-6519
2,"7,10,-4,0,0,0","-169,-227,-293,-367,-449,-539",-637
1,"0,7,0,0,0,0","49,56,63,70,77,84,91,98",105
1,"-2,-10,0,0,0,0","188,178,168,158,148,138,128",118
3,"-4,-5,-1,3,0,0","-4,-7,6,53,152",321
2,"-4,-1,-9,0,0,0","-742,-914,-1104,-1312,-1538,-1782",-2044
4,"-7,2,10,-2,3,0","408246,329789,263238,207321,160838,122661",91734
4,"1,0,-9,-9,-3,0","-1535195,-1778030,-2048591,-2348912,-2681099,-3047330,-3449855,-3890996,-4373147,-4898774",-5470415
5,"10,-9,-10,-6,8,10","7976125,10982778,14834227,19697104,25758633,33227830,42336703,53341452,66523669,82191538",100681035
4,"3,-7,10,8,-3,0","-5211,-2587,-1089,-345,-55,9,3,11,45,45",-121
5,"-8,6,-8,3,1,-10","-14102528,-18775700,-24612874,-31819088,-40622156,-51273868,-64051190,-79257464",-97223608
5,"-10,-1,9,-4,2,-7","-7223066,-9789035,-13037464,-17096267,-22108430",-28232851
3,"7,-6,7,5,0,0","36715,42687,49273,56503,64407,73015,82357,92463",103363
5,"-9,9,-10,-7,9,-6","-6,-9,-14,-135,-990",-4421
2,"-3,-10,-10,0,0,0","-423,-563,-723,-903,-1103,-1323,-1563,-1823,-2103",-2403
5,"0,-10,-3,-1,9,-3","-31551208,-38285892,-46123784,-55195120,-65640000",-77608748
4,"-1,0,-2,-1,8,0","118216,80799,53054,33151,19452,10511,5074,2079,656,127",6
2,"-4,6,-3,0,0,0","-1,-4,-13,-28,-49,-76",-109
5,"-5,-5,8,8,5,-5","-38039165,-46745130,-56976119,-68924174,-82796817,-98817650,-117226955,-138282294,-162259109,-189451322",-220171935
2,"-6,-10,6,0,0,0","1494,1310,1138,978,830,694,570",458
5,"-1,-8,5,2,-4,9","-4998477,-3459327,-2325073,-1509993,-941421,-558667,-311937,-161253,-75373,-30711",-10257
4,"3,-4,-3,4,-8,0","-18008,-30941,-49848,-76337,-112208",-159453
3,"-8,-6,1,-5,0,0","40512,34762,29584,24948,20824,17182,13992,11224,8848,6834",5152
4,"5,-2,-4,1,-9,0","-3502545,-4097959,-4766251,-5513139,-6344557,-7266655,-8285799,-9408571,-10641769",-11992407
5,"1,9,0,3,-5,6","323758,553091,897194,1394605,2091662,3043223,4313386,5976209,8116430,10830187",14225738
5,"-10,3,1,4,-10,-1","-172,-25,-10,-13,-160,-937,-3310,-8845,-19828,-39385",-71602
5,"3,-3,2,8,-4,7","217195,393069,668173,1079653,1672959,2502685,3633409,5140533",7111123
2,"-3,5,8,0,0,0","54,19,0,-3,10,39,84,145,222",315
2,"2,8,2,0,0,0","92,66,44,26,12,2,-4,-6,-4",2
5,"2,7,5,6,-8,-4","19580,6842,1718,188,-40,-10,2,8",-172
5,"-4,2,5,8,8,2","4692,12381,27836,55821,102732",176837
1,"-3,-3,0,0,0,0","15,12,9,6,3,0",-3
2,"0,-8,6,0,0,0","3264,3550,3848,4158,4480,4814,5160,5518,5888",6270
2,"-6,-9,-1,0,0,0","-1108,-1176,-1246,-1318,-1392,-1468,-1546",-1626
5,"-9,-5,5,1,5,-5","-19436748,-24583931,-30767822,-38137665,-46856384,-57101183,-69064146",-82952837
4,"-4,-4,-3,-2,-5,0","-18,-120,-502,-1476,-3474,-7048,-12870,-21732",-34546
3,"-1,-9,1,-2,0,0","-11503,-13529,-15781,-18271,-21011",-24013
3,"-2,0,-1,-1,0,0","2,-2,-2,-4,-14,-38",-82
1,"-1,6,0,0,0,0","-79,-73,-67,-61,-55,-49,-43,-37,-31,-25",-19
2,"-9,-5,-2,0,0,0","-1491,-1602,-1717,-1836,-1959,-2086,-2217,-2352",-2491
4,"-1,-1,-10,-10,5,0","716603,579977,463861,366095,284639,217573,163097,119531,85315,59009",39293
4,"5,9,-1,-7,1,0","-167,-225,-193,19,525,1463,2995,5307",8609
5,"-7,-1,-8,4,-8,2","-7,-18,-73,-136,117,1538,5747,15372,34289",67862
2,"10,-2,1,0,0,0","178,153,130,109,90,73",58
3,"-6,8,1,-3,0,0","-9786,-11910,-14320,-17034,-20070,-23446",-27180
2,"-3,-1,-8,0,0,0","-72,-33,-10,-3,-12,-37,-78,-135",-208
1,"4,4,0,0,0,0","-20,-16,-12,-8,-4,0",4
1,"-2,10,0,0,0,0","198,208,218,228,238,248,258",268
3,"5,-4,0,-5,0,0","5,-4,-43,-142,-331,-640,-1099",-1738
2,"0,0,-7,0,0,0","-3388,-3703,-4032,-4375,-4732,-5103,-5488",-5887
2,"-3,-8,-1,0,0,0","-36,-51,-68,-87,-108,-131,-156,-183,-212",-243
5,"-3,7,8,5,-3,-3","-1713337,-2411223,-3319699,-4483141,-5951757,-7781947,-10036663,-12785769,-16106401,-20083327",-24809307
3,"-6,-3,3,-5,0,0","-23755,-28248,-33275,-38866,-45051,-51860",-59323
5,"-1,-5,5,9,-1,4","-4295345,-3117301,-2213359,-1532597,-1030837,-670165,-418451",-248869
2,"2,0,-9,0,0,0","-1087,-1294,-1519,-1762,-2023,-2302,-2599,-2914,-3247,-3598",-3967
5,"10,-9,-10,3,5,2","3334,9465,22276,46105,86850,152209",251920
5,"2,5,-3,8,-7,-5","1084694,691704,421652,243200,130842",64304
5,"-8,3,-2,-5,-2,-6","-24940700,-31444454,-39239572,-48509504,-59454308,-72291370,-87256124,-104602772",-124605004
3,"-7,-3,3,-2,0,0","-1249,-1737,-2339,-3067,-3933",-4949
3,"8,-8,1,4,0,0","-15992,-13147,-10660,-8507,-6664,-5107,-3812,-2755,-1912",-1259
5,"-5,-6,-7,-1,-7,-1","172453,104467,59109,30355,13333,4203",37
5,"-1,-1,-3,-4,-4,-7","-8501,-24956,-60595,-128780,-248009",-442756
1,"9,-9,0,0,0,0","27,18,9,0,-9,-18,-27,-36",-45
2,"-7,9,7,0,0,0","4241,4593,4959,5339,5733,6141",6563
4,"2,1,0,2,-10,0","-290015,-210826,-149081,-102008,-67075,-41990,-24701,-13396",-6503
4,"2,-9,2,-1,9,0","133443,91292,60023,37578,22115,12008,5847",2438
3,"5,3,1,-2,0,0","137,59,19,5,5,7",-1
3,"-3,2,8,-2,0,0","-2283,-3019,-3895,-4923,-6115,-7483,-9039",-10795
5,"-4,0,-6,-1,10,9","2444252,3624032,5220652,7335896,10086908",13607272
5,"2,9,-5,10,2,9","-29,2,27,400,2603,10326,30547,74612",159315
5,"1,-1,-2,-7,-3,-8","-52416516,-64794263,-79407524,-96546345,-116524844,-139682171,-166383468,-197020829,-232014260",-271812639
4,"9,-7,-6,10,6,0","350841,268764,201987,148482,106365,73896,49479",31662
1,"-9,7,0,0,0,0","-9,-2,5,12,19,26,33,40,47,54",61
3,"-4,-9,-2,-2,0,0","-22466,-25603,-29020,-32729,-36742,-41071,-45728,-50725,-56074",-61787
4,"1,-3,-6,-5,-8,0","-3206949,-3747821,-4354397,-5031795,-5785325,-6620489,-7542981,-8558687,-9673685,-10894245",-12226829
3,"3,-3,5,5,0,0","174,391,738,1245,1942,2859,4026,5473,7230,9327",11794
4,"7,3,8,2,10,0","3942582,4610405,5359696,6196827,7128410,8161297",9302580
3,"0,-5,5,-1,0,0","87,38,11,0,-1",2
2,"7,4,-6,0,0,0","5,-9,-35,-73,-123,-185,-259,-345",-443
1,"-1,-9,0,0,0,0","-172,-181,-190,-199,-208,-217,-226,-235,-244",-253
4,"3,6,-8,9,-9,0","-6977,-3029,-1059,-257,-29,3,1,-89,-537,-1829",-4667
5,"-1,-2,-6,-6,-3,-5","-2822037,-3970381,-5465633,-7381095,-9799741,-12814817",-16530441
3,"-6,2,-9,-1,0,0","3566,2874,2272,1754,1314,946",644
5,"-6,-4,8,2,2,-6","-186918,-339108,-577246,-933444,-1446966,-2164948,-3143118,-4446516,-6150214",-8340036
5,"8,10,-4,2,-2,-2","-6705392,-8540188,-10756188,-13409912,-16563208,-20283492,-24643988,-29723968,-35608992",-42391148
3,"-6,6,-3,7,0,0","6754,9014,11730,14944,18698,23034",27994
2,"-3,9,9,0,0,0","51,15,-3,-3,15,51",105
1,"-10,9,0,0,0,0","98,107,116,125,134,143,152",161
3,"2,5,10,-3,0,0","-45836,-51622,-57874,-64610,-71848,-79606,-87902,-96754,-106180",-116198
5,"10,-9,-4,-5,6,8","283842,507718,854520,1369026,2105758,3129942",4518468
2,"6,-8,-7,0,0,0","-198,-129,-74,-33,-6",7
5,"-7,10,2,8,1,1","10925,22113,41161,71687,118293,186685",283793
2,"5,-5,1,0,0,0","505,461,419,379,341,305,271,239,209",181
3,"9,1,3,-8,0,0","-213261,-235405,-259031,-284187,-310921,-339281",-369315
1,"-2,-10,0,0,0,0","-2,-12,-22,-32,-42,-52,-62,-72,-82",-92
1,"-3,-9,0,0,0,0","-174,-183,-192,-201,-210,-219",-228
4,"-3,-3,-3,4,-9,0","-86333,-126844,-180183,-248810,-335401,-442848,-574259",-732958
1,"7,-8,0,0,0,0","-193,-201,-209,-217,-225,-233",-241
3,"7,-6,-6,-9,0,0","29122,23611,18844,14767,11326,8467,6136,4279,2842",1771
1,"-10,3,0,0,0,0","-37,-34,-31,-28,-25,-22,-19",-16
1,"4,-1,0,0,0,0","10,9,8,7,6,5,4,3,2",1
1,"-2,-9,0,0,0,0","-209,-218,-227,-236,-245,-254",-263
1,"9,-6,0,0,0,0","-171,-177,-183,-189,-195,-201,-207",-213
1,"9,-7,0,0,0,0","93,86,79,72,65",58
1,"4,-5,0,0,0,0","-6,-11,-16,-21,-26",-31
3,"5,-10,9,1,0,0","14789,16703,18773,21005,23405,25979",28733
5,"-6,-7,8,3,4,-5","43740,17979,6102,1545,240,15,-6,-3",-60
2,"-6,-1,-1,0,0,0","-6,-6,-8,-12,-18,-26,-36,-48,-62,-78",-96
2,"6,1,-7,0,0,0","-2000,-2244,-2502,-2774,-3060",-3360
5,"-1,-3,1,8,2,8","-1,15,349,2321,9219,27259",66545
2,"3,1,-7,0,0,0","-1587,-1383,-1193,-1017,-855,-707,-573,-453",-347
3,"1,0,-2,-1,0,0","1860,1441,1090,801,568,385",246
5,"8,9,-3,-2,8,1","5620301,7005138,8649365,10587680,12857733",15500246
3,"7,9,-1,1,0,0","23816,26377,29116,32039,35152",38461
4,"6,9,5,-8,-6,0","-894174,-725414,-581736,-460524,-359306,-275754",-207684
3,"-4,-8,9,-10,0,0","-3049,-4612,-6637,-9184,-12313,-16084,-20557,-25792,-31849,-38788",-46669
5,"2,-4,-3,3,-5,7","80935350,97841900,117462690,140112168,166128182,195872820,229733250,268122560,311480598,360274812",415001090
4,"0,2,-8,0,-9,0","-1443240,-1175815,-947412,-754035,-591904,-457455,-347340",-258427
4,"-8,2,9,-4,-9,0","-2562438,-3036056,-3572458,-4176960,-4855094",-5612608
2,"7,3,-1,0,0,0","-147,-123,-101,-81,-63,-47",-33
2,"-9,7,9,0,0,0","1911,1657,1421,1203,1003,821,657,511,383,273",181
1,"1,3,0,0,0,0","-41,-38,-35,-32,-29,-26,-23,-20,-17",-14
4,"-8,8,-10,8,10,0","4703808,5464792,6314552,7259736,8307232,9464168,10737912,12136072",13666496
4,"-10,-6,5,0,10,0","13094,24203,41222,65951,100430,146939,207998",286367
5,"2,1,-1,7,-1,7","15,264,1805,7350,22107,54620,117609,228810,411815,696912",1121925
1,"5,-8,0,0,0,0","29,21,13,5,-3,-11,-19,-27,-35",-43
2,"-7,1,-6,0,0,0","-1342,-1527,-1724,-1933,-2154,-2387,-2632,-2889",-3158
2,"4,8,-7,0,0,0","-395,-296,-211,-140,-83,-40",-11
5,"3,-1,-6,8,-3,8","-1343691,-838587,-498381,-278901,-144687,-68031",-28017
4,"-3,-6,4,5,2,0","50613,68702,91249,118932,152477,192658,240297",296264
3,"4,0,6,-7,0,0","1029,548,247,84,17,4,3,-28,-131,-348",-721
3,"10,3,-10,9,0,0","-1380,-738,-332,-108,-12",10
3,"-9,-7,6,-3,0,0","1967,1363,897,551,307",147
5,"-5,2,5,0,-7,-8","7931099,5721715,4034627,2771231,1846195,1186499,730475,426847,233771",117875
2,"9,2,-3,0,0,0","-1151,-1272,-1399,-1532,-1671",-1816
4,"-3,4,9,-9,-2,0","-916153,-1065951,-1233363,-1419715,-1626381,-1854783",-2106391
2,"4,-4,9,0,0,0","1252,1473,1712,1969,2244,2537,2848",3177
1,"3,10,0,0,0,0","33,43,53,63,73,83,93",103
5,"-8,-4,-2,-5,-4,-2","-387615,-589592,-868213,-1243488,-1738643,-2380360,-3199017,-4228928",-5508583
1,"8,-4,0,0,0,0","-104,-108,-112,-116,-120,-124,-128,-132,-136,-140",-144
5,"9,-2,-2,7,10,-5","-29299231,-36399783,-44813791,-54715483,-66293847,-79753231",-95313943
1,"2,-6,0,0,0,0","32,26,20,14,8,2",-4
3,"-2,-7,-6,3,0,0","-4,-2,-12,-16,4,66,188",388
5,"8,7,4,8,-10,5","-2159058,-1464844,-961898,-607662,-366418",-208688
3,"-3,-6,-6,-4,0,0","21489,18017,14941,12237,9881,7849,6117,4661,3457,2481",1709
2,"9,-9,-1,0,0,0","-81,-61,-43,-27,-13,-1",9
3,"8,10,4,6,0,0","25768,30812,36476,42796,49808,57548,66052",75356
1,"-1,7,0,0,0,0","34,41,48,55,62,69,76,83",90
2,"8,9,-7,0,0,0","-4142,-4490,-4852,-5228,-5618,-6022,-6440,-6872",-7318
2,"8,9,-1,0,0,0","26,28,28,26,22,16,8,-2,-14,-28",-44
3,"1,-3,-2,1,0,0","1821,2311,2881,3537,4285,5131",6081
4,"8,-10,6,0,-3,0","-477792,-580999,-700076,-836571,-992104,-1168367,-1367124,-1590211,-1839536",-2117079
3,"-2,-6,9,6,0,0","124495,138598,153727,169918,187207,205630",225223
4,"-6,-6,3,5,-9,0","-4961,-10518,-19795,-34166,-55221,-84766,-124823,-177630",-245641
5,"9,6,-2,-5,-9,8","-30071,-10223,-2565,-371,-11,9",7
1,"2,5,0,0,0,0","42,47,52,57,62,67,72,77,82,87",92
5,"8,1,10,5,1,-8","-51144747,-63294304,-77649967,-94499358,-114154075,-136950652,-163251519",-193445962
3,"2,-9,-8,-4,0,0","-15433,-18574,-22115,-26080,-30493",-35378
4,"-3,-2,1,5,-8,0","-163,-13,-3,-7,-91,-513,-1723",-4363
5,"-6,1,-6,-2,5,2","-8868,-3036,-746,-90,0",-8
5,"1,-1,8,7,-4,-8","122851,55807,21831,6853,1507,171,7,1",3
4,"8,5,4,-8,-5,0","-2422646,-2811610,-3245612,-3728000,-4262242,-4851926",-5500760
3,"-8,3,8,6,0,0","67818,77295,87616,98817,110934,124003,138060",153141
3,"1,-10,-3,-2,0,0","-1295,-1790,-2399,-3134,-4007,-5030,-6215",-7574
4,"3,-10,-5,-3,-5,0","-136926,-99093,-69704,-47397,-30930,-19181,-11148,-5949,-2822",-1125
4,"-10,8,2,0,5,0","1660214,1954565,2286430,2658869,3075062,3538309",4052030
1,"-6,1,0,0,0,0","12,13,14,15,16,17,18,19,20",21
3,"-8,-8,-1,7,0,0","169642,187852,207320,228088,250198,273692,298612,325000,352898,382348",413392
4,"10,9,-5,6,9,0","908020,720623,563834,434125,328184,242915,175438,123089,83420",54199
5,"-1,0,4,-4,-3,-6","-39504134,-48824065,-59825626,-72726785,-87763582",-105190849
1,"-8,5,0,0,0,0","52,57,62,67,72,77",82
5,"-4,-2,2,5,4,10","-1558341,-964784,-567715,-313716,-160073",-73576
4,"-6,-5,5,0,8,0","525642,406194,308372,229392,166662,117782,80544,52932",33122
3,"0,9,6,6,0,0","-645,-324,-135,-42,-9,0,21",90
3,"9,-2,-7,-8,0,0","12849,9832,7329,5292,3673,2424,1497,844",417
5,"9,-4,3,-2,-6,5","6589141,8807229,11585867,15025129,19236345,24342701,30479839",37796457
3,"3,-3,1,1,0,0","-5451,-4570,-3789,-3102,-2503,-1986,-1545,-1174,-867,-618",-421
3,"-1,-5,6,-8,0,0","-5392,-7451,-9978,-13021,-16628,-20847,-25726,-31313",-37656
1,"7,1,0,0,0,0","2,3,4,5,6,7",8
3,"-1,7,10,-7,0,0","59859,51489,43937,37161,31119",25769
2,"4,10,3,0,0,0","2461,2636,2817,3004,3197,3396",3601
4,"-3,2,-4,1,1,0","21909,30105,40401,53127,68637",87309
4,"-6,2,1,5,-6,0","-1351774,-1617642,-1920918,-2264956,-2653254,-3089454",-3577342
2,"8,-2,-3,0,0,0","-77,-112,-153,-200,-253,-312,-377",-448
5,"-9,0,5,-7,8,5","-237258,-127177,-62190,-26829,-9634,-2553,-342,35,6,-9",2
5,"1,6,9,4,-6,-4","-271862,-455039,-725570,-1111463,-1646150,-2368967,-3325634,-4568735,-6158198,-8161775",-10655522
4,"9,-3,10,9,6,0","548191,685539,847219,1035949,1254591,1506151,1793779,2120769",2490559
3,"0,7,-4,2,0,0","40964,45617,50610,55955,61664,67749,74222,81095,88380,96089",104234
1,"3,-10,0,0,0,0","-277,-287,-297,-307,-317",-327
3,"-5,-9,8,8,0,0","-7115,-5108,-3517,-2294,-1391,-760,-353,-122",-19
2,"-5,9,3,0,0,0","49,79,115,157,205,259,319,385,457",535
1,"2,-3,0,0,0,0","-70,-73,-76,-79,-82,-85,-88",-91
1,"-2,-7,0,0,0,0","-177,-184,-191,-198,-205,-212,-219,-226,-233,-240",-247
1,"3,5,0,0,0,0","108,113,118,123,128,133,138,143,148",153
1,"-7,-6,0,0,0,0","-61,-67,-73,-79,-85",-91
3,"-6,1,6,4,0,0","14859,17930,21397,25284,29615,34414",39705
2,"-10,4,9,0,0,0","3315,3670,4043,4434,4843,5270,5715,6178,6659",7158
5,"-10,0,-1,7,-8,-9","4513674,3097591,2061350,1322883,812890,473759,258486,129595,58058,22215",6694
2,"0,10,-7,0,0,0","-3168,-3473,-3792,-4125,-4472",-4833
5,"7,-4,6,-4,9,2","1411543,1962172,2672071,3573424,4702471",6099748
5,"-4,-7,-3,-2,-10,-8","-34,-462,-2860,-10960,-31614,-75754,-159352,-304380,-539770",-902374
1,"1,-6,0,0,0,0","-83,-89,-95,-101,-107,-113,-119,-125,-131,-137",-143
2,"6,-5,1,0,0,0","90,110,132,156,182,210,240,272,306",342
5,"7,4,-10,2,-3,-1","181687,113219,66967,37069,18791",8407
3,"-4,5,0,-4,0,0","19563,16300,13421,10902,8719,6848,5265",3946
1,"3,8,0,0,0,0","-61,-53,-45,-37,-29,-21,-13",-5
4,"-1,2,5,10,-6,0","-2105,-718,-161,-14,-1,10",7
2,"2,5,8,0,0,0","5540,5969,6414,6875,7352,7845,8354,8879",9420
5,"-4,-5,2,7,8,7","71594871,86949690,104832977,125544912,149408547,176770646,208002525",243500892
1,"10,7,0,0,0,0","101,108,115,122,129,136",143
5,"10,7,5,9,-3,-7","-29086439,-36679776,-45781605,-56606222,-69387315,-84378804,-101855681,-122114850,-145475967,-172282280",-202901469
5,"9,2,10,1,6,10","-23982342,-18268443,-13699492,-10094103,-7291146,-5148547,-3542088,-2364207",-1522798
3,"-4,5,-6,-6,0,0","-122341,-136280,-151239,-167254,-184361,-202596,-221995,-242594",-264429
1,"-10,7,0,0,0,0","186,193,200,207,214",221
3,"5,-5,2,2,0,0","754,1117,1580,2155,2854,3689",4672
2,"9,9,7,0,0,0","2115,1879,1657,1449,1255,1075,909",757
1,"3,-6,0,0,0,0","-63,-69,-75,-81,-87,-93,-99,-105,-111",-117
5,"4,-5,5,-4,8,-9","330092,172127,81430,33779,11624,3007,482,35",4
5,"-3,-6,10,9,-8,4","2757,8842,23001,51552,103501,191022,329937,540196,846357,1278066",1870537
3,"10,-1,-7,-5,0,0","465,222,85,24,9",10
3,"9,10,8,-7,0,0","-91911,-104116,-117355,-131670,-147103,-163696,-181491,-200530,-220855",-242508
3,"1,2,0,-7,0,0","-137726,-153607,-170664,-188939,-208474,-229311,-251492,-275059",-300054
5,"-4,9,-3,9,-8,7","1292,5680,17966,45950,101440,201092,367250,628786,1021940,1591160",2389942
2,"4,-1,9,0,0,0","152,88,42,14,4,12",38
2,"10,-9,-4,0,0,0","-1158,-1299,-1448,-1605,-1770,-1943",-2124
2,"7,3,7,0,0,0","17,41,79,131,197,277",371
5,"-6,-5,8,-7,-8,9","21197097,27467094,35139651,44437860,55607301,68917122,84661119",103158816
1,"-9,-3,0,0,0,0","-72,-75,-78,-81,-84,-87,-90,-93,-96",-99
4,"-6,4,3,7,-5,0","-23910,-14293,-7914,-3951,-1702,-585,-138,-19,-6",3
5,"-5,-2,1,-5,7,-3","-67364165,-79570867,-93486149,-109283399,-127147357,-147274475,-169873277,-195164719",-223382549
3,"7,-6,-6,1,0,0","11732,13371,15154,17087,19176,21427,23846,26439,29212",32171
2,"4,-9,-8,0,0,0","-725,-886,-1063,-1256,-1465,-1690,-1931,-2188",-2461
5,"0,-6,9,5,-8,-3","-4680,-13555,-32328,-67515,-127984,-225315,-374160,-592603,-902520",-1329939
4,"3,3,2,-7,2,0","213411,264863,325083,395013,475643,568011",673203
5,"-6,7,6,2,-7,-4","2677614,1877968,1281768,847494,539698,328524,189228,101698,49974",21768
5,"-2,-8,7,4,8,-5","-422,-2738,-9992,-27446,-63170,-128642",-239348
5,"3,-7,6,9,7,1","159,49,13,3,19,229,1089",3463
1,"5,10,0,0,0,0","95,105,115,125,135,145,155,165,175",185
5,"-3,8,-4,-6,-10,-8","-467,-2931,-11171,-32063,-76563,-160667,-306371,-542631,-906323",-1443203
5,"-6,4,3,3,4,5","18589,44838,94837,181978,323949",543334
2,"-1,-10,1,0,0,0","-26,-25,-22,-17,-10,-1,10,23,38,55",74
5,"1,2,-1,-10,-2,6","-199759,-102276,-47135,-18784,-6039,-1364,-151,0,1,-4",81
4,"-6,3,0,7,-7,0","-2225598,-2624931,-3075728,-3582231,-4148850",-4780163
4,"7,-5,4,-4,3,0","10463,17053,26357,39035,55819",77513
1,"-8,2,0,0,0,0","24,26,28,30,32,34,36,38,40,42",44
3,"-5,-4,-9,-6,0,0","5135,3676,2523,1640,991,540",251
